segment_id,segment_index,source_file,sample_rate,channels,start,end,duration,audio_filepath,text,status,reject_reason,transcript
hopdaothanh_00043.wav,43,hopdaothanh.m4a,16000,1,682.506,695.606,13.1,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00043.wav,,labeled,,kho dữ liệu đi kho dữ liệu như cái soạn giảng thì nó nằm trong kho dữ liệu và nó liên kết tới các mạng tương tác của tất cả các phòng học luôn là giáo viên là không cần phải đem laptop không cần phải.
hopdaothanh_00044.wav,44,hopdaothanh.m4a,16000,1,695.85,703.798,7.948,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00044.wav,,rejected,"Noise,Unintelligible",
hopdaothanh_00045.wav,45,hopdaothanh.m4a,16000,1,704.394,707.638,3.244,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00045.wav,,rejected,Unintelligible,
hopdaothanh_00046.wav,46,hopdaothanh.m4a,16000,1,708.394,716.854,8.46,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00046.wav,,labeled,,và các phần mềm thiết bị là thiết bị bao gồm tất cả tài sản trong nhà trường có và sẽ đưa vào trong các phần mềm này để quản trị.
hopdaothanh_00047.wav,47,hopdaothanh.m4a,16000,1,717.706,721.59,3.884,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00047.wav,,rejected,"Overlap,Clipping,Unintelligible",
hopdaothanh_00048.wav,48,hopdaothanh.m4a,16000,1,725.034,733.034,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00048.wav,,rejected,"Overlap,Unintelligible",
hopdaothanh_00049.wav,49,hopdaothanh.m4a,16000,1,733.034,741.686,8.652,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00049.wav,,rejected,"Overlap,Unintelligible",
hopdaothanh_00050.wav,50,hopdaothanh.m4a,16000,1,742.57,745.974,3.404,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00050.wav,,rejected,"Overlap,Unintelligible",
hopdaothanh_00051.wav,51,hopdaothanh.m4a,16000,1,751.914,764.374,12.46,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00051.wav,,rejected,"Noise,Overlap,Unintelligible",
hopdaothanh_00052.wav,52,hopdaothanh.m4a,16000,1,765.962,773.366,7.404,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00052.wav,,rejected,"Noise,Unintelligible",
hopdaothanh_00053.wav,53,hopdaothanh.m4a,16000,1,774.634,779.894,5.26,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00053.wav,,pending,,
hopdaothanh_00054.wav,54,hopdaothanh.m4a,16000,1,788.586,796.278,7.692,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00054.wav,,pending,,
hopdaothanh_00055.wav,55,hopdaothanh.m4a,16000,1,798.186,806.186,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00055.wav,,pending,,
hopdaothanh_00056.wav,56,hopdaothanh.m4a,16000,1,806.186,814.186,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00056.wav,,pending,,
hopdaothanh_00057.wav,57,hopdaothanh.m4a,16000,1,814.186,820.662,6.476,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00057.wav,,pending,,
hopdaothanh_00058.wav,58,hopdaothanh.m4a,16000,1,824.522,831.35,6.828,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00058.wav,,pending,,
hopdaothanh_00059.wav,59,hopdaothanh.m4a,16000,1,832.234,840.234,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00059.wav,,pending,,
hopdaothanh_00060.wav,60,hopdaothanh.m4a,16000,1,840.234,848.234,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00060.wav,,pending,,
hopdaothanh_00061.wav,61,hopdaothanh.m4a,16000,1,848.234,855.606,7.372,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00061.wav,,pending,,
hopdaothanh_00062.wav,62,hopdaothanh.m4a,16000,1,857.226,860.63,3.404,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00062.wav,,pending,,
hopdaothanh_00063.wav,63,hopdaothanh.m4a,16000,1,861.162,865.27,4.108,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00063.wav,,pending,,
hopdaothanh_00064.wav,64,hopdaothanh.m4a,16000,1,865.802,878.102,12.3,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00064.wav,,pending,,
hopdaothanh_00065.wav,65,hopdaothanh.m4a,16000,1,878.666,892.438,13.772,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00065.wav,,pending,,
hopdaothanh_00066.wav,66,hopdaothanh.m4a,16000,1,894.186,903.574,9.388,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00066.wav,,pending,,
hopdaothanh_00067.wav,67,hopdaothanh.m4a,16000,1,904.298,916.406,12.108,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00067.wav,,pending,,
hopdaothanh_00068.wav,68,hopdaothanh.m4a,16000,1,916.874,927.254,10.38,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00068.wav,,pending,,
hopdaothanh_00069.wav,69,hopdaothanh.m4a,16000,1,927.786,937.526,9.74,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00069.wav,,pending,,
hopdaothanh_00070.wav,70,hopdaothanh.m4a,16000,1,937.994,945.994,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00070.wav,,pending,,
hopdaothanh_00071.wav,71,hopdaothanh.m4a,16000,1,945.994,953.994,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00071.wav,,pending,,
hopdaothanh_00072.wav,72,hopdaothanh.m4a,16000,1,953.994,961.994,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00072.wav,,pending,,
hopdaothanh_00073.wav,73,hopdaothanh.m4a,16000,1,961.994,969.994,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00073.wav,,pending,,
hopdaothanh_00074.wav,74,hopdaothanh.m4a,16000,1,969.994,974.742,4.748,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00074.wav,,pending,,
hopdaothanh_00075.wav,75,hopdaothanh.m4a,16000,1,977.418,984.662,7.244,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00075.wav,,pending,,
hopdaothanh_00076.wav,76,hopdaothanh.m4a,16000,1,985.002,994.966,9.964,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00076.wav,,pending,,
hopdaothanh_00077.wav,77,hopdaothanh.m4a,16000,1,995.306,1008.31,13.004,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00077.wav,,pending,,
hopdaothanh_00078.wav,78,hopdaothanh.m4a,16000,1,1009.194,1014.262,5.068,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00078.wav,,pending,,
hopdaothanh_00079.wav,79,hopdaothanh.m4a,16000,1,1014.73,1022.73,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00079.wav,,pending,,
hopdaothanh_00080.wav,80,hopdaothanh.m4a,16000,1,1022.73,1030.742,8.012,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00080.wav,,pending,,
hopdaothanh_00081.wav,81,hopdaothanh.m4a,16000,1,1033.578,1044.79,11.212,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00081.wav,,pending,,
hopdaothanh_00082.wav,82,hopdaothanh.m4a,16000,1,1044.938,1052.938,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00082.wav,,pending,,
hopdaothanh_00083.wav,83,hopdaothanh.m4a,16000,1,1052.938,1063.094,10.156,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00083.wav,,pending,,
hopdaothanh_00084.wav,84,hopdaothanh.m4a,16000,1,1063.594,1076.822,13.228,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00084.wav,,pending,,
hopdaothanh_00085.wav,85,hopdaothanh.m4a,16000,1,1077.866,1088.31,10.444,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00085.wav,,pending,,
hopdaothanh_00086.wav,86,hopdaothanh.m4a,16000,1,1088.554,1096.554,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00086.wav,,pending,,
hopdaothanh_00087.wav,87,hopdaothanh.m4a,16000,1,1096.554,1104.694,8.14,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00087.wav,,pending,,
hopdaothanh_00088.wav,88,hopdaothanh.m4a,16000,1,1104.842,1114.966,10.124,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00088.wav,,pending,,
hopdaothanh_00089.wav,89,hopdaothanh.m4a,16000,1,1115.498,1128.47,12.972,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00089.wav,,pending,,
hopdaothanh_00090.wav,90,hopdaothanh.m4a,16000,1,1128.682,1138.774,10.092,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00090.wav,,pending,,
hopdaothanh_00091.wav,91,hopdaothanh.m4a,16000,1,1140.298,1148.298,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00091.wav,,pending,,
hopdaothanh_00092.wav,92,hopdaothanh.m4a,16000,1,1148.298,1156.298,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00092.wav,,pending,,
hopdaothanh_00093.wav,93,hopdaothanh.m4a,16000,1,1156.298,1164.298,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00093.wav,,pending,,
hopdaothanh_00094.wav,94,hopdaothanh.m4a,16000,1,1164.298,1172.298,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00094.wav,,pending,,
hopdaothanh_00095.wav,95,hopdaothanh.m4a,16000,1,1172.298,1178.294,5.996,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00095.wav,,pending,,
hopdaothanh_00096.wav,96,hopdaothanh.m4a,16000,1,1178.762,1189.974,11.212,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00096.wav,,pending,,
hopdaothanh_00097.wav,97,hopdaothanh.m4a,16000,1,1190.25,1197.91,7.66,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00097.wav,,pending,,
hopdaothanh_00098.wav,98,hopdaothanh.m4a,16000,1,1202.954,1212.854,9.9,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00098.wav,,pending,,
hopdaothanh_00099.wav,99,hopdaothanh.m4a,16000,1,1213.162,1221.162,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00099.wav,,pending,,
hopdaothanh_00100.wav,100,hopdaothanh.m4a,16000,1,1221.162,1229.162,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00100.wav,,pending,,
hopdaothanh_00101.wav,101,hopdaothanh.m4a,16000,1,1229.162,1232.598,3.436,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00101.wav,,pending,,
hopdaothanh_00102.wav,102,hopdaothanh.m4a,16000,1,1232.938,1240.31,7.372,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00102.wav,,pending,,
hopdaothanh_00103.wav,103,hopdaothanh.m4a,16000,1,1243.53,1252.47,8.94,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00103.wav,,pending,,
hopdaothanh_00104.wav,104,hopdaothanh.m4a,16000,1,1252.746,1265.59,12.844,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00104.wav,,pending,,
hopdaothanh_00105.wav,105,hopdaothanh.m4a,16000,1,1265.834,1276.214,10.38,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00105.wav,,pending,,
hopdaothanh_00106.wav,106,hopdaothanh.m4a,16000,1,1277.13,1285.13,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00106.wav,,pending,,
hopdaothanh_00107.wav,107,hopdaothanh.m4a,16000,1,1285.13,1292.982,7.852,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00107.wav,,pending,,
hopdaothanh_00108.wav,108,hopdaothanh.m4a,16000,1,1293.546,1298.838,5.292,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00108.wav,,pending,,
hopdaothanh_00109.wav,109,hopdaothanh.m4a,16000,1,1299.658,1314.518,14.86,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00109.wav,,pending,,
hopdaothanh_00110.wav,110,hopdaothanh.m4a,16000,1,1314.762,1327.35,12.588,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00110.wav,,pending,,
hopdaothanh_00111.wav,111,hopdaothanh.m4a,16000,1,1327.754,1341.846,14.092,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00111.wav,,pending,,
hopdaothanh_00112.wav,112,hopdaothanh.m4a,16000,1,1344.074,1352.074,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00112.wav,,pending,,
hopdaothanh_00113.wav,113,hopdaothanh.m4a,16000,1,1352.074,1360.074,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00113.wav,,pending,,
hopdaothanh_00114.wav,114,hopdaothanh.m4a,16000,1,1360.074,1368.074,8.0,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00114.wav,,pending,,
hopdaothanh_00115.wav,115,hopdaothanh.m4a,16000,1,1368.074,1373.846,5.772,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00115.wav,,pending,,
hopdaothanh_00116.wav,116,hopdaothanh.m4a,16000,1,1374.89,1389.078,14.188,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00116.wav,,pending,,
hopdaothanh_00117.wav,117,hopdaothanh.m4a,16000,1,1390.058,1398.582,8.524,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00117.wav,,pending,,
hopdaothanh_00118.wav,118,hopdaothanh.m4a,16000,1,1400.266,1410.742,10.476,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00118.wav,,pending,,
hopdaothanh_00119.wav,119,hopdaothanh.m4a,16000,1,1411.37,1425.718,14.348,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00119.wav,,pending,,
hopdaothanh_00120.wav,120,hopdaothanh.m4a,16000,1,1427.626,1434.07,6.444,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00120.wav,,pending,,
hopdaothanh_00121.wav,121,hopdaothanh.m4a,16000,1,1435.466,1442.838,7.372,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00121.wav,,pending,,
hopdaothanh_00122.wav,122,hopdaothanh.m4a,16000,1,1443.722,1447.702,3.98,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00122.wav,,pending,,
hopdaothanh_00123.wav,123,hopdaothanh.m4a,16000,1,1448.906,1463.478,14.572,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00123.wav,,pending,,
hopdaothanh_00124.wav,124,hopdaothanh.m4a,16000,1,1463.882,1470.966,7.084,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00124.wav,,pending,,
hopdaothanh_00125.wav,125,hopdaothanh.m4a,16000,1,1471.69,1474.806,3.116,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00125.wav,,pending,,
hopdaothanh_00126.wav,126,hopdaothanh.m4a,16000,1,1476.106,1481.014,4.908,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00126.wav,,pending,,
hopdaothanh_00127.wav,127,hopdaothanh.m4a,16000,1,1487.402,1495.83,8.428,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00127.wav,,pending,,
hopdaothanh_00128.wav,128,hopdaothanh.m4a,16000,1,1496.554,1500.886,4.332,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00128.wav,,pending,,
hopdaothanh_00129.wav,129,hopdaothanh.m4a,16000,1,1501.866,1513.334,11.468,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00129.wav,,pending,,
hopdaothanh_00130.wav,130,hopdaothanh.m4a,16000,1,1514.57,1527.99,13.42,/content/drive/MyDrive/ASR_Dataset/segments/hopdaothanh_00130.wav,,pending,,
